Clan Leaderboard Mon Apr 17 2023 17:03

Ranking, Name, Points
1199, O-H-I-O, 0.005
1200, BETON, 0.005
1201, EXGIBIC, 0.005
1202, DUX, 0.005
1203, MU, 0.005
1204, KOKS, 0.005
1205, WWAOC, 0.005
1206, JMR, 0.005
1207, GURKHA, 0.005
1208, TAMU, 0.005
1209, E.1999, 0.005
1210, TENGRI, 0.005
1211, XR, 0.005
1212, RB, 0.005
1213, XPR, 0.005
1214, DMZ, 0.005
1215, STV, 0.005
1216, FJKT, 0.005
1217, TOE, 0.005
1218, ABDUL, 0.005
1219, TNG, 0.005
1220, KAREN, 0.005
1221, BAUCH, 0.005
1222, VAGINA, 0.005
1223, CHUJ, 0.005
1224, WART, 0.005
1225, VLADAR, 0.005
1226, GANK, 0.005
1227, HOTD, 0.005
1228, M, 0.005
1229, TOU, 0.005
1230, 21, 0.005
1231, RULERS, 0.005
1232, XL, 0.004
1233, BÖT, 0.004
1234, MICHEL, 0.004
1235, BIJI, 0.004
1236, 37, 0.004
1237, KAOS, 0.004
1238, GALAX, 0.004
1239, IW, 0.004
1240, COLLUDY, 0.004
1241, ZHAL, 0.004
1242, UCD, 0.004
1243, EQ, 0.004
1244, DS, 0.004
1245, ABC, 0.004
1246, UZ, 0.004
1247, KK, 0.004
1248, DELTA, 0.004
1249, TAKEDA, 0.004
1250, EZL, 0.004
1251, BALTIC, 0.004
1252, PCE, 0.004
1253, TKTN, 0.004
1254, SEEDY, 0.004
1255, DRG, 0.004
1256, AVR, 0.004
1257, EID, 0.004
1258, OF, 0.004
1259, DEW, 0.004
1260, AURA, 0.004
1261, ZON, 0.004
1262, SHY, 0.004
1263, SOC, 0.004
1264, TSK, 0.004
1265, PTO, 0.004
1266, HQ, 0.004
1267, GRAND, 0.004
1268, CLOWN, 0.004
1269, ELONFFS, 0.004
1270, SLAS, 0.004
1271, KHV, 0.004
1272, ASP, 0.004
1273, ILYA, 0.004
1274, UNITED, 0.004
1275, DAM, 0.004
1276, ECHO, 0.004
1277, KW, 0.004
1278, CLAN, 0.004
1279, DHO, 0.004
1280, EASY, 0.004
1281, Ö, 0.004
1282, TAULAND, 0.004
1283, NO, 0.004
1284, RGS, 0.004
1285, BOSNA, 0.004
1286, LEAGUE, 0.004
1287, JOIN, 0.004
1288, SLY, 0.004
1289, SRY, 0.004
1290, AINZ, 0.004
1291, AVIS, 0.004
1292, GUM, 0.004
1293, ETANTR, 0.004
1294, SRA, 0.004
1295, RTE, 0.004
1296, ECU, 0.004
1297, STI, 0.004
1298, RMB, 0.004
1299, |, 0.004
1300, 2HU, 0.004
1301, GRCY, 0.004
1302, SMOKEY, 0.004
1303, SAY, 0.004
1304, KKC, 0.004
1305, VITJA, 0.004
1306, A6K, 0.004
1307, JSX, 0.004
1308, OGCR, 0.004
1309, ER, 0.004
1310, *, 0.004
1311, HSM, 0.004
1312, DNH, 0.004
1313, ANTIOG, 0.004
1314, EM, 0.004
1315, JHON, 0.004
1316, OMEGA, 0.004
1317, BOGO, 0.004
1318, SHREK, 0.004
1319, MOG, 0.004
1320, 313, 0.004
1321, HUMAN, 0.004
1322, ULTRA, 0.004
1323, G&L, 0.004
1324, KML, 0.004
1325, 2070, 0.004
1326, MOSS, 0.004
1327, 6 6 6, 0.004
1328, GH, 0.004
1329, 29, 0.004
1330, LIECH, 0.004
1331, BANAN, 0.004
1332, MEM, 0.004
1333, ROMAN, 0.004
1334, CZSK, 0.004
1335, АLKO, 0.004
1336, BUREK, 0.004
1337, 777, 0.004
1338, PLS, 0.004
1339, ICE, 0.004
1340, TJA, 0.004
1341, CLANS, 0.004
1342, BDE, 0.004
1343, KGBT, 0.004
1344, TAOS, 0.004
1345, ONIKA, 0.004
1346, 195, 0.004
1347, {UZB}, 0.004
1348, ВОT, 0.004
1349, #_#, 0.004
1350, DAKU, 0.004
1351, DRAW, 0.004
1352, JAVA, 0.004
1353, SAINT, 0.004
1354, ZEROXL, 0.004
1355, IN, 0.004
1356, BOSNIA, 0.004
1357, DOOF, 0.004
1358, ĞŽŔSS, 0.004
1359, HH, 0.004
1360, SUGAR, 0.004
1361, LI, 0.004
1362, NOX, 0.004
1363, SAKHER, 0.004
1364, ТОП, 0.004
1365, HUB, 0.004
1366, PSQ, 0.004
1367, BS, 0.004
1368, +_+, 0.004
1369, RUNE, 0.004
1370, LAM, 0.004
1371, KC, 0.004
1372, GHOUL, 0.004
1373, PUPITR, 0.004
1374, AMC, 0.004
1375, FOREZ, 0.003
1376, BASED, 0.003
1377, HOHL9, 0.003
1378, GR8, 0.003
1379, TEMPLE, 0.003
1380, YEET, 0.003
1381, OPEL, 0.003
1382, VOIQ, 0.003
1383, PLAI, 0.003
1384, ORV, 0.003
1385, FE, 0.003
1386, CAV, 0.003
1387, TEV, 0.003
1388, JDO, 0.003
1389, IR-G, 0.003
1390, NICE, 0.003
1391, BRBR, 0.003
1392, M&M, 0.003
1393, SHADOWS, 0.003
1394, ЛЫС, 0.003
1395, RICH, 0.003
1396, WOW, 0.003
1397, BRONK, 0.003
1398, BZG, 0.003
1399, IOL, 0.003
1400, GREY, 0.003
1401, HORDE, 0.003
1402, GBE, 0.003
1403, [[[8888, 0.003
1404, ALLY, 0.003
1405, TG, 0.003
1406, RIZZ, 0.003
1407, HONK, 0.003
1408, KUM, 0.003
1409, HEAVEN, 0.003
1410, ZORT, 0.003
1411, Z3NCİ, 0.003
1412, GIMLI, 0.003
1413, ASAR, 0.003
1414, S.U.P, 0.003
1415, 6A, 0.003
1416, EHKD, 0.003
1417, RF, 0.003
1418, FRANCE, 0.003
1419, BORG, 0.003
1420, ZAMN, 0.003
1421, AUT, 0.003
1422, LIME, 0.003
1423, Ä, 0.003
1424, HOLY, 0.003
1425, JP2GMD, 0.003
1426, NJO, 0.003
1427, ITZ, 0.003
1428, EON, 0.003
1429, GENE, 0.003
1430, ACE, 0.003
1431, EDSCH, 0.003
1432, MTTB, 0.003
1433, DUCK, 0.003
1434, LSG.G, 0.003
1435, BANG, 0.003
1436, >_<, 0.003
1437, 56, 0.003
1438, PIE, 0.003
1439, NHI, 0.003
1440, MAUI, 0.003
1441, NOOG, 0.003
1442, G3Y, 0.003
1443, НС, 0.003
1444, MOIROUD, 0.003
1445, APRIL, 0.003
1446, SHARK, 0.003
1447, SHKAI, 0.003
1448, OPOLE, 0.003
1449, ASIA, 0.003
1450, DINO, 0.003
1451, WP, 0.003
1452, KEKW, 0.003
1453, LORD, 0.003
1454, CREED, 0.003
1455, HAGS, 0.003
1456, AZR, 0.003
1457, IMO, 0.003
1458, TLS, 0.003
1459, MAGA, 0.003
1460, VALO, 0.003
1461, OD, 0.003
1462, SKI, 0.003
1463, FID, 0.003
1464, SU, 0.003
1465, MAGIC, 0.003
1466, BONES, 0.003
1467, MOON, 0.003
1468, GSG, 0.003
1469, JAP, 0.003
1470, KUB, 0.003
1471, PLANT, 0.003
1472, WHY, 0.003
1473, ABQ, 0.003
1474, BUT, 0.003
1475, VVV, 0.003
1476, BLADE, 0.003
1477, PQ, 0.003
1478, PAP, 0.003
1479, GOP, 0.003
1480, COLT, 0.003
1481, BEST, 0.003
1482, Α, 0.003
1483, HSKM, 0.003
1484, Č, 0.003
1485, SLAY, 0.003
1486, BÒT, 0.003
1487, ALV, 0.003
1488, KNA, 0.003
1489, DB, 0.003
1490, {BOT}, 0.003
1491, SWARM, 0.003
1492, OBO, 0.003
1493, AAA, 0.003
1494, AP, 0.003
1495, VAMP, 0.003
1496, CHIKU, 0.003
1497, İSLAM, 0.003
1498, WAVE, 0.003
1499, CCP, 0.003
1500, LOVE, 0.003
1501, NOT BOT, 0.003
1502, TZH, 0.003
1503, ×--×, 0.003
1504, BALL, 0.003
1505, AZZ, 0.003
1506, CLEAN, 0.003
1507, YELLOW, 0.003
1508, KODADI, 0.003
1509, FOON, 0.003
1510, MARATHI, 0.003
1511, TOX, 0.003
1512, VIO, 0.003
1513, GRE, 0.003
1514, PKK, 0.003
1515, ALT, 0.003
1516, SE, 0.003
1517, IDN, 0.003
1518, KEL, 0.003
1519, AG, 0.003
1520, DRAFT, 0.003
1521, AN, 0.003
1522, H.EXE, 0.003
1523, AIR, 0.003
1524, JSON, 0.003
1525, MAR, 0.003
1526, G, 0.003
1527, KANYE, 0.003
1528, DOKDO, 0.003
1529, GNEIS, 0.003
1530, TDA, 0.003
1531, KP, 0.003
1532, WARROOM, 0.003
1533, BREAD, 0.003
1534, PO, 0.003
1535, VIOD, 0.003
1536, ZA, 0.003
1537, SNOW, 0.003
1538, GNOJE, 0.003
1539, STALIN, 0.003
1540, QER, 0.003
1541, KYK, 0.003
1542, DARTH, 0.003
1543, SST, 0.003
1544, OST, 0.003
1545, NO NAME, 0.003
1546, SOUP, 0.003
1547, CUUM, 0.003
1548, PALIWAL, 0.003
1549, BARA, 0.003
1550, TACO, 0.003
1551, TGM, 0.003
1552, SEVEN, 0.002
1553, TUN, 0.002
1554, PORKIE, 0.002
1555, ОG, 0.002
1556, TOUHOU, 0.002
1557, MAİ, 0.002
1558, SLRST, 0.002
1559, GAR, 0.002
1560, NGI, 0.002
1561, MUSLIM, 0.002
1562, GM, 0.002
1563, V, 0.002
1564, INFAMY, 0.002
1565, DIB, 0.002
1566, WAP, 0.002
1567, ANDRO, 0.002
1568, METKA, 0.002
1569, GAMER, 0.002
1570, HABIBI, 0.002
1571, ×××××××, 0.002
1572, BIG, 0.002
1573, HELLOO, 0.002
1574, IT, 0.002
1575, EMDANIA, 0.002
1576, WUFF, 0.002
1577, SZ, 0.002
1578, HUSKY, 0.002
1579, 95, 0.002
1580, SHIROI, 0.002
1581, FIG, 0.002
1582, GOW, 0.002
1583, EAF, 0.002
1584, HTB, 0.002
1585, BUBB, 0.002
1586, 22, 0.002
1587, UKAZ, 0.002
1588, AARAV, 0.002
1589, WOKE, 0.002
1590, KTL, 0.002
1591, INSOC, 0.002
1592, SCP, 0.002
1593, DERP, 0.002
1594, EL, 0.002
1595, DROW, 0.002
1596, JS, 0.002
1597, PHL, 0.002
1598, MAFIA, 0.002
1599, MPHC, 0.002
1600, DFUK, 0.002
1601, DEEZ, 0.002
1602, MITRE, 0.002
1603, HUH, 0.002
1604, AOCIA, 0.002
1605, RANDOM, 0.002
1606, DAWGS, 0.002
1607, JPG, 0.002
1608, DOT, 0.002
1609, GJV, 0.002
1610, INGO, 0.002
1611, LGS, 0.002
1612, PTSD, 0.002
1613, CYMRU, 0.002
1614, LBS, 0.002
1615, PGS, 0.002
1616, UPA, 0.002
1617, MO, 0.002
1618, PERO, 0.002
1619, 3-3, 0.002
1620, VGBG, 0.002
1621, ABRIL, 0.002
1622, ATR, 0.002
1623, ODA, 0.002
1624, CINI, 0.002
1625, LAMP, 0.002
1626, IDR, 0.002
1627, KAZ, 0.002
1628, SAV, 0.002
1629, PARS, 0.002
1630, BLANK, 0.002
1631, ARLIE, 0.002
1632, JALMS, 0.002
1633, ACU, 0.002
1634, HACKER, 0.002
1635, APEX, 0.002
1636, TEA, 0.002
1637, BRASA, 0.002
1638, PMR, 0.002
1639, CC, 0.002
1640, PNN, 0.002
1641, USAF, 0.002
1642, SPE, 0.002
1643, BAWL, 0.002
1644, MOMMY, 0.002
1645, BORT, 0.002
1646, WBW, 0.002
1647, SVU, 0.002
1648, КР, 0.002
1649, ZADEP, 0.002
1650, WAUWAU, 0.002
1651, MLD, 0.002
1652, OMEN, 0.002
1653, NH, 0.002
1654, WS, 0.002
1655, NBN, 0.002
1656, EBL, 0.002
1657, GAME, 0.002
1658, BOYY, 0.002
1659, STORY, 0.002
1660, LOC, 0.002
1661, JUCHE, 0.002
1662, MUK, 0.002
1663, RKG, 0.002
1664, GD, 0.002
1665, DRS, 0.002
1666, SOWA, 0.002
1667, CMN, 0.002
1668, MUR, 0.002
1669, AMONGUS, 0.002
1670, PU$$Y, 0.002
1671, SUCA, 0.002
1672, WOLF, 0.002
1673, Q8, 0.002
1674, SPD, 0.002
1675, WL, 0.002
1676, SUNE, 0.002
1677, NETZ, 0.002
1678, ALIEN, 0.002
1679, WET, 0.002
1680, SOUR, 0.002
1681, GMZ, 0.002
1682, IRELAND, 0.002
1683, COW, 0.002
1684, FAY, 0.002
1685, SR, 0.002
1686, LYS, 0.002
1687, CRUG, 0.002
1688, SH, 0.002
1689, WOS, 0.002
1690, VOIDE, 0.002
1691, VIS, 0.002
1692, A-HIRE, 0.002
1693, U|S|S|R, 0.002
1694, GA, 0.002
1695, BURKINA, 0.002
1696, GOLEM, 0.002
1697, DOS, 0.002
1698, SUI, 0.002
1699, LAND, 0.002
1700, DG, 0.002
1701, 08, 0.002
1702, JUICE, 0.002
1703, COWGILL, 0.002
1704, RAGE, 0.002
1705, SOMI, 0.002
1706, SLM, 0.002
1707, DOC, 0.002
1708, BCN, 0.002
1709, SNDCT, 0.002
1710, GANG, 0.002
1711, FUZZI, 0.002
1712, YM, 0.002
1713, KIS, 0.002
1714, CK, 0.002
1715, RSU, 0.002
1716, MOCOSO, 0.002
1717, MEME, 0.002
1718, ZUZU, 0.002
1719, CHN, 0.002
1720, CLUB, 0.002
1721, 11, 0.002
1722, ÇLK, 0.002
1723, WLBK, 0.002
1724, BL, 0.002
1725, SPAIN, 0.002
1726, SIEG, 0.002
1727, DPRK, 0.002
1728, EURO, 0.002
1729, ORIGINS, 0.002
1730, ZAARABS, 0.002
1731, EAGLE, 0.002
1732, RODY, 0.002
1733, NOKIA, 0.002
1734, PORCOS, 0.002
1735, USSN, 0.002
1736, ML, 0.002
1737, -DARI, 0.002
1738, RIOT, 0.002
1739, KORBY, 0.002
1740, DEV, 0.002
1741, BLACK, 0.002
1742, FOOD, 0.002
1743, KOBL, 0.002
1744, GINYU, 0.002
1745, ASS, 0.002
1746, T.S.K, 0.002
1747, TWN, 0.002
1748, YES573, 0.002
1749, BVB, 0.002
1750, 11K, 0.002
1751, 31, 0.002
1752, DM, 0.002
1753, NOT OG, 0.002
1754, U, 0.002
1755, JO, 0.002
1756, BONJOVI, 0.002
1757, ///, 0.002
1758, ADIZZ, 0.002
1759, CROTCH, 0.002
1760, COCK, 0.002
1761, HUI, 0.002
1762, PATRON, 0.002
1763, FAIR, 0.002
1764, FF, 0.002
1765, ^_^, 0.002
1766, SWEDEN, 0.002
1767, COTE, 0.002
1768, XPL, 0.002
1769, BXP, 0.002
1770, ORDRE, 0.002
1771, LNC, 0.002
1772, JEB!, 0.002
1773, MCL, 0.002
1774, LYNX, 0.002
1775, |307, 0.002
1776, (^_^), 0.002
1777, SHAHR, 0.002
1778, DN, 0.002
1779, GITLER, 0.002
1780, LVS, 0.002
1781, BASTARD, 0.002
1782, ZED, 0.002
1783, CM, 0.002
1784, SKITTLE, 0.002
1785, FURRY, 0.002
1786, SHADID, 0.002
1787, FAN, 0.002
1788, ONCH, 0.002
1789, A3, 0.002
1790, DONG, 0.002
1791, SDA, 0.002
1792, VAFLERS, 0.002
1793, BOYYY, 0.002
1794, FONDU, 0.002
1795, DERW, 0.002
1796, BALKAN, 0.002
1797, WAH, 0.002
1798, OSU!, 0.002
1799, OTG, 0.002
1800, CATH, 0.002
1801, SHIV, 0.002
1802, PAUL, 0.002
1803, BLEGH, 0.002
1804, ×_×, 0.002
1805, LLAMA, 0.002
1806, AK47, 0.002
1807, SFB, 0.002
1808, VIC, 0.002
1809, VPN, 0.001
1810, NDNE, 0.001
1811, MILF, 0.001
1812, BIT, 0.001
1813, JUTT, 0.001
1814, JOP, 0.001
1815, N, 0.001
1816, CHP, 0.001
1817, V2, 0.001
1818, XOXO, 0.001
1819, PEE, 0.001
1820, SHADOW, 0.001
1821, PEPPER, 0.001
1822, TRH, 0.001
1823, HY, 0.001
1824, BEEFY, 0.001
1825, KOD, 0.001
1826, FFR, 0.001
1827, CAN, 0.001
1828, SUN, 0.001
1829, FLC, 0.001
1830, A.T.U, 0.001
1831, EDP, 0.001
1832, MGL, 0.001
1833, MEX, 0.001
1834, COUNTRY, 0.001
1835, KAIZ, 0.001
1836, COIN, 0.001
1837, WRG, 0.001
1838, DDNG, 0.001
1839, 2D, 0.001
1840, PUNJAB, 0.001
1841, CLT, 0.001
1842, BLOOD, 0.001
1843, ZERO, 0.001
1844, MOLD, 0.001
1845, HS, 0.001
1846, B1L4U, 0.001
1847, SPARKY, 0.001
1848, SERNA, 0.001
1849, YUGO, 0.001
1850, 990, 0.001
1851, DEATH, 0.001
1852, DAZE, 0.001
1853, BOŁ, 0.001
1854, NІꞬꞬЕR, 0.001
1855, RCB, 0.001
1856, SHOTS, 0.001
1857, MOP, 0.001
1858, LIBERTY, 0.001
1859, NET, 0.001
1860, SOS, 0.001
1861, PIM, 0.001
1862, DÖDL, 0.001
1863, DEEEEP, 0.001
1864, NINO, 0.001
1865, MARSON, 0.001
1866, PEG, 0.001
1867, AVIAN, 0.001
1868, MINSTER, 0.001
1869, ORDU, 0.001
1870, UNIQUE, 0.001
1871, DTF, 0.001
1872, VLC, 0.001
1873, FUC, 0.001
1874, U.S.A, 0.001
1875, %, 0.001
1876, BOTPIE, 0.001
1877, YKT, 0.001
1878, REG, 0.001
1879, BIG PP, 0.001
1880, EO, 0.001
1881, 36, 0.001
1882, ES, 0.001
1883, AKP, 0.001
1884, LEBANON, 0.001
1885, ANC, 0.001
1886, SRPELO, 0.001
1887, GV, 0.001
1888, COM, 0.001
1889, OLS, 0.001
1890, [, 0.001
1891, RAWR, 0.001
1892, GOOD, 0.001
1893, EMP, 0.001
1894, MUSKET, 0.001
1895, TOPG, 0.001
1896, DUKE, 0.001
1897, MONKEYS, 0.001
1898, TOENAIL, 0.001
1899, BAYER, 0.001
1900, ÇALI, 0.001
1901, 23, 0.001
1902, ADLER, 0.001
1903, ROC, 0.001
1904, BFNL, 0.001
1905, DED, 0.001
1906, CUTEY, 0.001
1907, YESN'T, 0.001
1908, ANXIETY, 0.001
1909, SERB, 0.001
1910, XEON, 0.001
1911, UPF, 0.001
1912, KINK, 0.001
1913, TOYOTA, 0.001
1914, PIZDA, 0.001
1915, SP5, 0.001
1916, OOO, 0.001
1917, TEAM, 0.001
1918, MAMA, 0.001
1919, NATE, 0.001
1920, BALLZ, 0.001
1921, ._.[***, 0.001
1922, PHI, 0.001
1923, PISS, 0.001
1924, KAZ MJ, 0.001
1925, A-Z-E, 0.001
1926, PLEBS, 0.001
1927, PEZ, 0.001
1928, KALMAR, 0.001
1929, LADA, 0.001
1930, RAYMAN, 0.001
1931, KIWI, 0.001
1932, KYS, 0.001
1933, MCBOB, 0.001
1934, QUV, 0.001
1935, LOX, 0.001
1936, ROMANS, 0.001
1937, LM, 0.001
1938, BRD, 0.001
1939, SUCE, 0.001
1940, R1K, 0.001
1941, HIDO, 0.001
1942, TULA, 0.001
1943, BEN, 0.001
1944, EMPEROR, 0.001
1945, BUMIKS, 0.001
1946, XOY, 0.001
1947, OTO, 0.001
1948, MESSI, 0.001
1949, WEED, 0.001
1950, ALG, 0.001
1951, POFF, 0.001
1952, SD, 0.001
1953, NICK, 0.001
1954, BAMB, 0.001
1955, OQIL, 0.001
1956, ENTROPY, 0.001
1957, MÉXICO, 0.001
1958, NUN, 0.001
1959, BCFC, 0.001
1960, IB, 0.001
1961, NOTBOT, 0.001
1962, PDGE, 0.001
1963, GRATOS, 0.001
1964, URINE, 0.001
1965, }{, 0.001
1966, TWIN, 0.001
1967, CUTE, 0.001
1968, APPLE, 0.001
1969, KD, 0.001
1970, NETRAL, 0.001
1971, NETY, 0.001
1972, KZK, 0.001
1973, BOOAT, 0.001
1974, }-{, 0.001
1975, RSL, 0.001
1976, HOP, 0.001
1977, 124CLUB, 0.001
1978, SEFF, 0.001
1979, 1201, 0.001
1980, OINGO, 0.001
1981, RAF, 0.001
1982, JREG, 0.001
1983, CEKTA, 0.001
1984, WAIFU, 0.001
1985, BIS, 0.001
1986, 8, 0.001
1987, GZAAT, 0.001
1988, CYKA, 0.001
1989, KAVKAZ, 0.001
1990, KYLORN, 0.001
1991, COCAINE, 0.001
1992, RU & BG, 0.001
1993, LUG, 0.001
1994, ΝIGGER, 0.001
1995, THM, 0.001
1996, ||, 0.001
1997, VASIA, 0.001
1998, CANDY, 0.001
1999, ZOF, 0.001
2000, ZECNI, 0.001
2001, SABER, 0.001
2002, MOAD, 0.001
2003, AMCG, 0.001
2004, PASITO, 0.001
2005, ARGO, 0.001
2006, MKAN, 0.001
2007, FRA, 0.001
2008, LLL, 0.001
2009, MONKY, 0.001
2010, ЧСС, 0.001
2011, TCG, 0.001
2012, TLD, 0.001
2013, AAK, 0.001
2014, ~, 0.001
2015, 704, 0.001
2016, GOOSE, 0.001
2017, TOP G, 0.001
2018, ECREP, 0.001
2019, KURDS, 0.001
2020, AS, 0.001
2021, SEIG, 0.001
2022, AON, 0.001
2023, KASAP, 0.001
2024, STRAYA, 0.001
2025, IIS, 0.001
2026, CHAOS, 0.001
2027, AUD, 0.001
2028, TIV, 0.001
2029, INF, 0.001
2030, RUS79, 0.001
2031, CORGII, 0.001
2032, AVPM, 0.001
2033, Õ___Ő, 0.001
2034, MAP, 0.001
2035, FG, 0.001
2036, QRS, 0.001
2037, ROSE, 0.001
2038, KKS, 0.001
2039, OBG, 0.001
2040, LZZZ, 0.001
2041, BYA, 0.001
2042, BBQ, 0.001
2043, ALH, 0.001
2044, NQNT, 0.001
2045, BO, 0.001
2046, PERÚ, 0.001
2047, JUL, 0.001
2048, T<3Y, 0.001
2049, MAC, 0.001
